,brand,residual_alignment,alignment
432,protected,-0.03847114706146286,-0.013276768297222477
99,tucker,-0.03830297420807994,0.02508695391979144
1356,hid,-0.03819830376369669,-0.05194464286660545
272,uscf,-0.03788521889952072,-0.03979696257202248
926,boyer,-0.03786627517179881,0.03591886293303057
1183,addiction,-0.03779477374921458,0.07779286656183931
473,castro,-0.03776347636578637,-0.008897326743386513
543,printup,-0.03772309919019737,0.007208312127154195
474,cbs,-0.03767101703106979,0.009382881855238306
698,advil,-0.03760038516118264,0.03897796599186392
1039,fluke,-0.03756992550623784,-0.022897375893462368
521,greenfield,-0.037457682052639864,0.02841172597168512
568,indiana,-0.03740907390284311,0.02880803260508498
192,moschino,-0.03729206785230307,0.1676632871256622
148,soda,-0.036911282760742556,0.05210538777292271
1416,lanco,-0.03673373549028858,-0.007657982041984791
1059,benihana,-0.03668681335546624,-0.004662571711639371
876,schoeps,-0.03660044395083055,-0.004468416910253931
789,resveratrol,-0.0365770991369358,0.027765395556545943
64,cromwell,-0.03628201330528362,0.01484591981607828
1057,piatti,-0.03619351055737584,0.006437855485563232
36,roka,-0.03605297594491103,0.011583128814681036
344,aig,-0.03603680348474685,-0.039383912159445034
202,gatorz,-0.03603042426406428,-0.024236339857219895
404,verizon,-0.03588251596722637,0.030393453387050032
885,fritz,-0.035519770600483246,0.019090745716403804
1315,brawny,-0.0349840010901572,0.019052412265233205
1428,norris,-0.03496590953140376,-0.03138568452747077
941,coronado,-0.03496517908986099,0.055637350414172726
577,winsted,-0.03493157875338743,0.02829188837622755
557,aip,-0.03489110635519885,0.030452318404926487
1411,berel,-0.0348548577823965,0.026125983346929334
931,mccafe,-0.03467755714712424,0.014347551384491258
855,soom,-0.03460225781998501,0.02278958083408887
730,amway,-0.03442237785559872,0.040321021622497705
1162,obrien,-0.034247165319244,-0.06307402651173502
1419,airstream,-0.034115941067453234,-0.024711428823013727
451,juki,-0.034014472640613566,0.04332828931425244
961,tostitos,-0.033741232333549726,-0.015605784711355625
124,cougar,-0.03372192558574849,0.06456800267471864
483,harry,-0.033682966789832625,0.002372526953088044
411,yahoo,-0.03356880943194129,0.024011076395797963
792,squeezed,-0.033546489622211115,0.036429670280159594
378,hughesnet,-0.03337735612849582,0.017784687735766032
684,orajel,-0.03326383731344664,0.125717437483407
797,vitamix,-0.033018204513759065,0.07432398113924643
78,haggar,-0.032690905502542875,0.01907468770379154
388,optimum,-0.03231986627124944,0.03691868669613532
619,usajobs,-0.03231819077481447,0.03951295357305799
759,ignite,-0.03213681189535164,0.055730943592390954
1131,apex,-0.03202498066583857,0.037431525758177105
234,netspend,-0.032007456313661406,-0.04030996308694426
706,excedrin,-0.03196732527928872,0.04402913906701525
566,halcon,-0.031731441134908944,0.04392613600427805
682,colgate,-0.03169090533334458,0.09455974939795592
519,freeman,-0.031348666359015676,0.050197494170887556
206,oakley,-0.03128831413939612,-0.015395979160889122
19,giordana,-0.031255280039119135,0.030755356606109497
1212,pfaltzgraff,-0.03095381687408225,0.12309110923421339
948,scripture,-0.030610524106323502,0.063854894251861
448,primera,-0.030605218064102813,0.039913219304838085
1293,welspun,-0.0305813077868375,0.08969706434990338
1429,novatech,-0.030450936195727016,-0.022404235662727645
800,berocca,-0.030405624530288985,0.08459277603143775
1198,gaia,-0.030268096080350172,0.14264034448930196
1175,telltale,-0.030218244340524985,-0.041244091703553656
75,globus,-0.030164291350154946,0.013404251101226103
547,screenvision,-0.030061318646451583,0.009534034865816807
696,harrys,-0.02979618908727477,0.0034406132811871312
1295,ge,-0.029727962850068762,0.022349899210106734
860,deans,-0.029580622836025156,0.012520301634019307
1066,frickers,-0.029339739090694802,0.04313217519108064
247,betashares,-0.029146379260044143,-0.04334465963797238
890,sambazon,-0.02912181760427402,0.009557629331645858
584,deluxe,-0.028900817907316197,-0.007785087744947709
643,johnsons,-0.028750979294135205,0.06638816195396934
1353,garrett,-0.028741903188973128,-0.053513004345920975
1417,osel,-0.02872142033002906,0.029722956187452163
1046,stk,-0.028661266527852433,0.0012586285484260315
69,dockers,-0.028607550257251917,0.012389795312742136
1234,englander,-0.028563673464462806,0.0022206167125193507
496,tigre,-0.028410829814054697,-0.0027105950041659277
1329,pinol,-0.028351255731541496,-0.029144985557189564
153,tods,-0.02830271747584713,0.12646129106386692
445,inkjet,-0.028152154703856805,0.03848859009727357
295,barings,-0.027897356066320673,-0.026549508638680025
838,mclaughlin,-0.027829900933813562,0.11484475719526406
33,quiksilver,-0.02753348724852481,0.015767269069372924
1054,pepes,-0.027398135455418283,0.03751072104523851
294,zulutrade,-0.027322052477355717,-0.024963685907956886
466,openx,-0.02722399114234577,0.012680526706901203
831,colavita,-0.027126763167600383,0.07776851231031298
1133,dakine,-0.027045021318528165,0.029076941457134645
745,epiq,-0.026912590802059225,0.067178146558751
7,boathouse,-0.026766008931748766,0.016714731172286536
238,exxonmobil,-0.026592051478522425,-0.05038462017514042
1301,samsung,-0.026530296191965286,0.02478141254759413
569,kimball,-0.026103717956158977,0.059479350414711835
230,prosper,-0.026092355345391817,-0.04348787612866649
549,silkworm,-0.025944103375589306,0.02298659318617623
827,bertolli,-0.025934439107445684,0.08458514846444301
57,callaway,-0.025879306155423984,0.029086868273509245
41,simpson,-0.025652942226686203,0.03183419765301029
1170,fanatec,-0.025403482011740634,-0.05102147466622968
450,hitachi,-0.025271726852371182,0.04839574890214931
1323,sunrise,-0.025164849088485357,0.04426358999991043
1204,mikasa,-0.025068057628998282,0.12800394940782223
726,advocare,-0.02503997905940506,0.0834555785683101
1148,coleman,-0.02486381772180281,-0.05504909699740968
572,ofs,-0.024860914170386734,0.037763613914150236
38,saucony,-0.024550172771607762,0.017019527135066378
582,avery,-0.024356017116160728,0.00036971460424602143
583,camcode,-0.023489566537349453,0.007546259673656677
9,calia,-0.023108203034348806,0.036171407066669534
462,dynadot,-0.023070064594511514,0.01518567471308695
1468,bikeradar,-0.02303711744888432,-0.010648870650307434
116,bearpaw,-0.022820676867771887,0.13306038069334344
1447,oceanic,-0.022801678664879,0.0061759629858380224
414,biblica,-0.022716382273840256,-0.024507030797444006
567,haworth,-0.022615774917942373,0.0629937820548892
1071,houlihans,-0.022607606821722477,0.05357495280731109
289,thinkorswim,-0.022527594737405687,-0.020283983379909575
444,supermicro,-0.02215882477322517,0.01135799882963134
553,vml,-0.02212726907308321,0.028977187043963362
315,halkbank,-0.022103338479183773,-0.020535185126597265
752,fuze,-0.022013929198778037,0.07059542747889128
262,liquidnet,-0.021977439879730505,-0.020732110656684864
175,burberry,-0.02197363439279422,0.17366694263346352
1084,salata,-0.021889895996721788,0.01602517673458441
518,fastsigns,-0.02149602841429001,0.04944182164323345
292,tradeweb,-0.021374232155089698,-0.020176051077680134
808,iwi,-0.021137564198040706,0.04925623158248975
1303,unimac,-0.02110741334709814,0.08841258029626332
160,kuru,-0.02109241016831389,-0.0439458201604464
21,isadore,-0.021089344160989062,0.030527919412488357
395,shentel,-0.021044076198422114,0.04320089469489624
429,netquote,-0.02085405379608527,0.015561294893648396
1223,agility,-0.02074619401462686,0.009355779542662257
1455,alitalia,-0.020659122233586714,-0.007451132815638313
884,carvel,-0.020332521905407065,0.021502915823402732
962,tru,-0.020258569343571224,-0.0021732840127743416
657,vaseline,-0.020116357423301368,0.055245663058924525
802,ctd,-0.02010150594129052,0.05085025200901347
541,pims,-0.020043466630126534,0.054496985003863616
1451,silversea,-0.01996313929065223,0.011437867975776082
503,admonsters,-0.01980283234838302,0.04965590476985471
1352,emed,-0.01979728777033347,-0.08789661102010406
355,moneycorp,-0.01978605972174682,-0.016775244339322568
1420,cm,-0.01971410481150182,-0.01233784381878297
585,diagraph,-0.019707213968797363,0.021042464118119865
330,maxwell,-0.019544305063502125,-0.019731477518720873
1189,nutrish,-0.019473135475156996,0.2260909572263884
552,toluna,-0.019216727509635028,0.023621975527826352
115,balmain,-0.019198405439529383,0.0617582650256516
380,mediacom,-0.018992523703781142,0.03743129884415346
476,cnbc,-0.018777062102023637,0.012467580932190074
742,enu,-0.018607215822092724,0.14708472768105452
1169,corsair,-0.018394647483545475,-0.034048585675459105
574,steelcase,-0.018077396981779285,0.03243997633862733
673,whitewater,-0.018056022525043937,0.1060966310651201
598,symbology,-0.017686498468393708,0.011719891345507494
365,boingo,-0.017601684561047038,0.03391642845671275
1171,kontrolfreek,-0.017439290156194165,-0.055675889553896726
819,swerve,-0.017280458909093112,0.0026637390293288467
457,xerox,-0.017228656751271186,0.05856045758803382
42,speedo,-0.017144372393949853,0.02632924278461218
1463,spa,-0.017097820342474153,0.13994198496806776
693,braun,-0.017051931218773998,0.01912220443057789
764,keto,-0.017035760905522505,0.08667026331531101
843,whirl,-0.0169666054659595,0.09398080284704757
91,odyssey,-0.016834137356495145,0.03456989106423704
880,tandem,-0.016500086892574067,0.027694186670130884
53,barbour,-0.016427174176775708,0.032857803453666165
886,lindys,-0.01627382752212346,0.06534125923480334
677,prive,-0.016064287687245285,0.09501438789293515
328,iberiabank,-0.01606006542588917,-0.012924745230121493
164,montrail,-0.01601822207126389,-0.031156527026821285
741,enfagrow,-0.015975588997291592,0.1514400826017594
899,keebler,-0.015880475498916344,0.08939434462834299
805,flyte,-0.0158126996919165,0.08407086062063585
290,trademonster,-0.015566215622870905,-0.014270548338033588
1055,rubios,-0.015560974725426984,0.053780885221098806
882,yasso,-0.015459720678171252,0.03401655378993219
1375,pilz,-0.015299844484384876,-0.02944572505238805
109,amalfi,-0.014608073950400056,0.07283558707282224
68,dickies,-0.014565697211104976,0.027714653914647752
401,telmex,-0.01456349659972319,0.03424041864919912
809,moringa,-0.01454323927758943,0.07363448294694817
644,mederma,-0.014497574828142531,0.15166433579728983
392,rcn,-0.014473314116979781,0.043148845918831266
628,chamonix,-0.014442728028382923,0.05936830295093056
475,centurions,-0.014429234477702876,0.015690450230806098
123,clarks,-0.013922801616635807,0.10314502771434023
402,tpg,-0.013881953696780504,0.04320918055518165
522,gumgum,-0.013859619970023412,0.0771537986737427
265,nationwide,-0.013819374842839616,-0.013152088794518929
601,careerbuilder,-0.013557603340047648,0.05079240427527328
538,optimalprint,-0.013530255182313072,0.05867712518264559
372,earthlink,-0.013480919562566179,0.041336675503198285
952,barcel,-0.01346518167820314,0.016757502898983728
512,dinova,-0.013419610278908,0.14539793604211076
286,nadex,-0.013083531231860951,-0.011147660224545164
681,sexy,-0.012781358401046553,0.21491855212635042
777,percepta,-0.012588992300660743,0.11707487303721408
702,biofreeze,-0.0123804898972482,0.10460307331439073
821,vivion,-0.012370824656100048,0.015024092023652277
1439,atlantis,-0.01229014013314261,0.019325232307530103
287,oanda,-0.012039082229213828,-0.010817157899418624
708,beta,-0.011827524954954583,0.04343252769868311
136,keds,-0.011423655780196496,0.06620670706116469
867,kemps,-0.011190983489036275,0.02820100604896942
920,stauffers,-0.011101502942298822,0.13907057564410386
314,carax,-0.010945226423193035,-0.011911419442567883
186,lanvin,-0.010922008345291428,0.17682418673163897
1041,ricoh,-0.010747092290243069,0.010981801762068727
816,vega,-0.010529243470747105,0.10263929227937724
400,telcel,-0.010509586043939062,0.036796184464772064
1384,sectra,-0.010225495512792393,-0.020190109802794398
581,shinola,-0.010196806894575229,0.02396366658627125
685,pola,-0.010189267881591413,0.10147832989201402
929,jameson,-0.010078328978613417,0.08096982933656316
548,shareasale,-0.009649834290914878,0.059453697549176746
76,gq,-0.009382583975323398,0.0819831871358038
1152,goalpost,-0.009355892387029264,-0.04742443927793394
954,lesserevil,-0.009143910887543887,0.029327665316289928
1379,rauckman,-0.008923589368526571,-0.03042587463253966
398,starry,-0.008682879688605531,0.06459391037522158
1372,paragon,-0.008648544129928288,-0.027156009809988835
1160,newell,-0.008564907594448588,-0.03546816880596407
1425,manac,-0.008396105004420663,0.0105179337932048
66,customink,-0.008332338301693599,0.1142510240452657
945,butterfinger,-0.007768801418016311,0.08466928391739939
8,bogner,-0.007763478474343215,0.04953369215360022
648,obagi,-0.007733350389891041,0.06365546554636002
691,barbasol,-0.007668223976423961,0.03623833002795988
312,amr,-0.0073617042418330034,-0.006182161410092837
406,vivo,-0.007345408711610588,0.055221000820344576
1025,flir,-0.007317249481964216,0.01551042634494407
399,suddenlink,-0.006941822083765679,0.047147684676023885
813,pines,-0.006845159328140581,0.09398848324233348
873,premia,-0.006636467094654042,0.05193461802372136
794,usana,-0.006444700449456612,0.07968367130004766
458,virb,-0.006177480447886904,0.09171305231836652
486,jumanji,-0.00605017110256699,0.02404745604175998
1080,pappas,-0.0060000672999867295,0.04362255276812942
649,palmers,-0.005947929800718774,0.09018429516257452
866,julies,-0.00578127923396449,0.03767576736070115
732,biolife,-0.005761279700226678,0.17709387727182554
1438,argosy,-0.00575880068858612,0.03032484577587069
1308,energizer,-0.0057379006378287245,0.010607085988713079
488,logo,-0.005715494825493182,0.03151691843274279
1313,tenergy,-0.005570680267064334,0.02044203056572472
1168,wincraft,-0.005376181709841239,-0.04572805604050639
1213,portmeirion,-0.005245417406326017,0.1319082358453514
149,sorel,-0.005080120869745214,0.08627952136187174
1415,ideapaint,-0.005037538687671025,0.049654386515370644
1256,tanda,-0.004770316857328944,0.03123206428518683
570,knoll,-0.004561772907531705,0.0832382342736032
1367,mcdermott,-0.004536800892770844,-0.028359202489810567
1314,bounty,-0.004493538008814191,0.05746486173865599
1441,caribbean,-0.004423950450279331,0.03204539590654957
368,cellcom,-0.004212274974179697,0.04482449800657878
48,varsity,-0.004190748607246223,0.05116907410798329
723,thinkthin,-0.004131578830188838,0.15070872606559216
646,neostrata,-0.0041204364690131876,0.12987117471344933
1470,syracuse,-0.004050946481338592,0.011745856770446893
1068,hakkasan,-0.003940306231355158,0.03487562154761373
135,jambu,-0.003877100859062517,0.12909245334066047
70,dolfin,-0.0035835988603514224,0.08528058700718016
716,glucerna,-0.0034834222158865776,0.11195008079779217
1231,duxiana,-0.003384995834535883,0.06597917425474563
1140,pl,-0.0033703495556705147,0.045990349796146274
1394,triconex,-0.0030284122756214713,-0.015206336042787677
1047,wildfire,-0.0028496655364910993,0.03152378238525702
281,nextgen,-0.0026673401194436813,-0.0007968735581819208
937,colombe,-0.0025443688862540753,0.07595907086214602
1161,niterider,-0.0024445805148072056,-0.03660092866925961
316,instinet,-0.0023978885408700162,-0.0010449372607949786
826,bellucci,-0.002346538104909422,0.09794226384788426
59,carters,-0.0022949933478072287,0.04906291207666844
430,pemco,-0.0022168580212317407,0.024130264888394967
435,zurich,-0.002167969106694513,0.028328549997787923
251,direxion,-0.0021285534302860967,-0.0006268305718914111
300,envion,-0.002102371370414491,0.001259277086582633
30,mondor,-0.002089991732192698,0.044232115468431046
1382,salto,-0.0020854444358657104,-0.017370534280555783
1328,fabuloso,-0.001840779322648825,0.004285832538165325
310,citigroup,-0.0015117151567290085,0.00018456610698389803
93,patagonia,-0.0015083287476878229,0.04553921504500059
1370,onity,-0.0014216437868628945,-0.01595915996869522
183,givenchy,-0.0009261001217581053,0.18945544601875414
415,cbn,-0.0008185342565573683,-0.0021190707665713383
1408,fireking,-0.000670356438191938,-0.03408218977972564
668,mugler,-0.0006235923571524908,0.21982035960292584
940,cogo,-0.0005625435822765477,0.07376529987972408
1070,hoots,-0.00040822759791830573,0.03605396092042907
1024,arri,-0.0004046145075562689,0.030434344890232258
936,nespresso,-0.0003334471592730051,0.0510310239236088
875,ruggles,-0.0003041570457374132,0.057520029107836344
353,lca,-0.0002715455560445418,0.0036766904278767165
208,rocklands,-0.0001782241669010809,0.01893897295064489
1147,carlisle,4.291935215942899e-07,-0.02165227221397617
256,guggenheim,9.631722105447882e-05,0.0019746665674820335
638,farmacy,0.00013402825582625733,0.10914403181241923
245,alps,0.00021774578755397178,0.0019948143545716543
783,prevagen,0.0003062327879053764,0.11847035095768008
1331,consilium,0.0003747745452595125,-0.017132069610387726
408,windstream,0.00039475594969484024,0.04797843677556868
1387,senstar,0.0004550971726325903,-0.02838112352259954
1235,enso,0.000510174630415576,0.04322695787828305
1458,umbria,0.0006974193383741008,0.019284143153028677
345,associates,0.0007131350676864161,0.004090220607041624
1418,valspar,0.0007997612674907895,0.03546790755162338
313,calvert,0.0008341047541103094,0.0033247193123168116
795,usp,0.0008569082902661757,0.10224502329679402
1374,philips,0.000983014090719117,-0.014835549055972737
674,colors,0.001076103492088535,0.12318106515212789
1176,thrustmaster,0.001314879702019392,-0.014823119979008967
472,blindspot,0.001674977347752793,0.0612287000159296
718,luna,0.001848273871944025,0.12522521911699086
263,marsico,0.0019994374785100226,0.003991421649653817
1225,america,0.0022623723392119384,0.051383125931515276
739,culturelle,0.002268281843358654,0.1559653735430023
456,xante,0.002897519344399073,0.17206813543798177
433,travelers,0.0030211543300189946,0.03061773979010522
655,sulwhasoo,0.0031641615843933206,0.18308670191393858
436,acer,0.0032347969519808464,0.0542637890473409
620,usps,0.0032737888554399477,0.058148927903687954
304,nma,0.0034922430756382586,0.005991599670662054
845,kelloggs,0.0035432037884314243,0.06371437719741144
1031,aquatica,0.003786525859562762,0.029977513684523165
1385,secugen,0.004194496575063602,-0.007893264622690141
246,ameritrade,0.0043666280496957,0.005543903832960495
1112,johnson,0.0044094278362404125,-0.1216495590362144
1056,andiamo,0.004613198386589308,0.04408994707152783
683,crest,0.004882335997568883,0.1543762683722073
1026,fujifilm,0.004963324257028097,0.029046404199444674
296,cfra,0.0051088944281085374,0.0071939758588714375
1359,impacto,0.0052925462396893296,-0.009856283816262038
254,fidelity,0.005497285469319962,0.007389961534423714
1265,boppy,0.005574464823628729,0.2111225473048961
34,rapha,0.005616927324973556,0.05354410343951432
493,rtve,0.005808714351181434,0.033946170574954526
871,mayfield,0.006068757845500292,0.0515739734748861
351,intech,0.006089841281816676,0.009917597402495596
1465,gamestop,0.00622333030443048,0.062243460260835715
526,linx,0.006237366899586913,0.06672728923093683
600,woodchuck,0.006423462432260496,0.0324990547993448
1381,rutherford,0.006690291251790847,-0.008872670189836541
1117,mustad,0.006729929660637832,-0.09940628492552853
161,lalo,0.00673851165459401,-0.005722435326723951
1065,dennys,0.0069969525125857,0.05937728171595964
1258,verlo,0.0071151330119934636,0.057977106146267096
62,columbia,0.007258968629508164,0.06552887958177335
427,hanover,0.007280510164158035,0.04293549166863643
1253,sealy,0.007595276211951076,0.04492944657907534
1390,taser,0.007765976847199303,-0.0021582091368082847
593,omni,0.0077668543354383335,0.03629864899530809
700,anacin,0.008073526927520171,0.13978450043274915
645,naturopathica,0.008178253613362989,0.20429735380344846
892,venice,0.008363203800907281,0.054680491474493026
1392,telguard,0.008514965380579557,-0.007447321309406714
343,upstart,0.008596676716894534,0.013390965842662444
319,sharespost,0.008816851888265847,0.011588507374624912
540,pardot,0.009047103673776327,0.07200174363890954
67,delta,0.009102914102950974,0.06596699632495129
374,firefox,0.00919302074477548,0.062963195185336
1051,pappadeaux,0.009277972499763481,0.063475449987304
1144,spalding,0.009426489663531197,0.07607455973763348
341,payoff,0.009621823441547408,0.013419095619966997
308,usaa,0.009652867426571142,0.011234499959855614
869,lactaid,0.009729245555067125,0.06675871927698085
213,zeal,0.010153141365608052,0.03559931480780595
546,rethink,0.01024838952754276,0.061197889886493106
1396,vicon,0.010385938212631299,-0.001436950427669499
616,teamhealth,0.010387937223033328,0.05246153443588802
16,flagpole,0.010418584301168508,0.06821075079146768
409,wow,0.010502468573763035,0.0879171189051056
162,mephisto,0.010600291748535454,-0.00014455486810016627
736,collagen,0.010601222892707821,0.08207545463997196
156,brooks,0.01073676320779705,-0.004667985705778935
500,pbs,0.01088367725077848,0.0423242681366132
416,missio,0.010922260778908123,0.011441308018000355
278,prudential,0.011033403699202405,0.013489422158484804
1035,sealife,0.01142705912627271,0.0520723119561467
910,carrs,0.011513485437500434,0.14328102876339993
1327,clr,0.011619431174666909,0.015280425386482579
863,holanda,0.011634750490802162,0.08159419082858602
219,hbl,0.0117028966143689,0.0015884082742295483
815,turmeric,0.011752780472712714,0.06863171448398273
1306,apc,0.011812575899765473,0.06350510517918612
594,providence,0.011899922782222513,0.03930435942927754
605,efinancialcareers,0.012405663490567535,0.05697166244748843
1028,hovercam,0.012472632306575495,0.083483867689724
155,bata,0.012667100400523776,0.0012304001760422185
434,trubridge,0.012696009360712275,0.05791665105857984
426,esl,0.01279626879687475,0.07950475316948243
1151,giro,0.012861779343058197,0.0013221583238411244
133,hermes,0.01301426216328838,0.12273481019693779
222,mastercard,0.013191200257789837,0.0008267596765141304
1267,christy,0.013249749177065997,0.2636800906437333
914,goldfish,0.01360840323624797,0.1232712297968564
738,crs,0.013722914677736925,0.07825680801765973
1452,tauck,0.013917441516672974,0.03923625315104184
1354,globe,0.013969517981760184,0.0014200843469350044
478,dilbert,0.01433172953427336,0.04360880299651704
1163,polaris,0.014451145872313843,-0.0006847581482587427
1205,miyako,0.01454456738242312,0.1674895788540215
1446,oceania,0.014564465106899495,0.05069372039702628
393,serverpronto,0.014895613845221905,0.07801865022997401
529,mediamath,0.014964200912901317,0.055846504027998164
154,altra,0.014968949022104366,0.0061311862688940705
662,glossier,0.01501340450203787,0.11359226849779094
279,collegechoice,0.015230656592418693,0.01964717778655925
1,alias,0.015233587173142486,0.06821677186614095
1029,lumenera,0.015238447269921107,0.044838179660974226
418,contacto,0.01529480896385234,0.021809885619810357
243,aberdeen,0.01583556513932393,0.019810011416977805
1386,sensormatic,0.0162557250367684,0.005184481516278733
1172,xbox,0.016444046180698006,0.0022896737099647683
991,steinlager,0.016619554146265293,-0.07317500481708625
746,esi,0.016632687659672435,0.1336417400151623
1448,riverview,0.016758677541890057,0.0639366643910125
1239,kingsdown,0.017021954276851856,0.04938614216574604
497,tmz,0.017091880705865647,0.05489003816363291
602,careercenter,0.01726333432823179,0.08308798846873626
872,montage,0.01727299594362257,0.07087604510390935
1343,bullard,0.017312373816309956,0.0038573496387512866
1034,princeton,0.01744286942068093,0.05918336147456177
1153,macpac,0.017577766789031998,-0.005781875837112975
223,santander,0.017730852658004774,0.007001881600438308
6,billabong,0.017900420016184675,0.05793434648919994
1107,frabill,0.017920596364288523,-0.06877180116699144
264,morningstar,0.01811597062547384,0.019771574309498854
105,zanella,0.018153082851870096,0.08273301129694098
507,blurb,0.018161313725960214,0.059997875711068425
266,oppenheimerfunds,0.018181569284501837,0.019192004761680405
376,gvtc,0.018218558398456743,0.08989599313680337
960,shearers,0.01829006438410576,0.052485633597134214
269,rochester,0.018646048247284157,0.023774613374436912
1074,kahunaville,0.018724054484091812,0.08055990594189759
1393,tncs,0.018847842045808264,0.007143406060642912
1244,lull,0.018930432277674797,0.059446003039650655
597,sony,0.019277042511062402,0.04218177271832552
956,planters,0.019614460670055026,0.03945817116254457
978,heineken,0.01966712987467018,-0.07401751406169087
425,aopa,0.019674537092076623,0.04405758704240391
1297,kenmore,0.019751041396648537,0.08457800531537991
1369,northstar,0.01995518770253362,0.006614413234229333
10,converse,0.020254570094824016,0.07348064079544203
447,eos,0.020283700113891877,0.09960844365115745
927,folgers,0.020415071180358936,0.06495620885100269
1061,applebees,0.020634891941959506,0.05748538072581455
1135,elan,0.020640755284970655,0.07643618937824329
590,lockhart,0.020822798922648558,0.05393854899942138
1092,caribou,0.02108162651536625,0.06427592557366714
1083,roys,0.021113033667317677,0.0730611566803642
1032,nikon,0.021411492045444437,0.047566622556137174
1040,koerner,0.02142613628239254,0.07032316773247912
711,vicks,0.02144671456815954,0.07250911658883114
241,itau,0.021914724946264733,0.012460648382328264
1088,tippins,0.02194400352608738,0.08005958489629666
853,skippy,0.02227692051118364,0.05966622773062982
944,ovaltine,0.022369181371696446,0.11532953133503816
586,envypak,0.02261012456524066,0.07022070897269417
130,gucci,0.022643891649456606,0.11208315804920449
709,pfizer,0.022780663809911797,0.07816867398419303
1337,airgas,0.02282046841018123,0.013751123314222818
81,hollister,0.02295229977301987,0.08523485704629769
92,pandora,0.023117241225468474,0.08020183491314864
428,minico,0.023266303909762923,0.046895754384238486
1053,abuelos,0.023557627667686258,0.14599889734615298
774,natrol,0.023709734222733838,0.0906783781274559
579,papyrus,0.02393282403717858,0.04482103188120802
1360,interlogix,0.024020979282759782,0.0020794867751025205
949,skittles,0.024249743019623425,0.12865297029433853
1049,mayflower,0.02445132444665309,0.06902755795288534
1403,rki,0.024513892581274784,0.00855881308681454
610,jobsohio,0.024639527645528264,0.06579798195060113
298,conterra,0.02464380626939897,0.0268840683407299
1410,behr,0.024720889336289072,0.09357906226872323
933,sheetz,0.024733777356373592,0.0862900650094329
943,hersheys,0.02553298616088757,0.16897122068485743
